Decoding Length,Baseline Prefill,Baseline Decoding,Mount Prefill,Mount Decoding,Fly Prefill,Fly Decoding
128,0.0033114453333333337,0.0008278613333333334,0.0006970026666666667,0.00017425066666666668,0.0006321493333333333,0.00015803733333333333
512,0.0033114453333333337,0.0033114453333333337,0.0006970026666666667,0.0006970026666666667,0.0006321493333333333,0.0006321493333333333
1024,0.0033114453333333337,0.006622890666666667,0.0006970026666666667,0.0013940053333333334,0.0006321493333333333,0.0012642986666666666
3584,0.0033114453333333337,0.023180117333333333,0.0006970026666666667,0.004879018666666667,0.0006321493333333333,0.004425045333333333
