Prefill Latency (min),Decoding Latency (min)
0.35,0.21
0.4739436201729167,0.12268464637656246
0.35,0.85
0.4739436201729167,0.5021705215062499
0.35,1.8
0.4739436201729167,1.0367124136791666
0.35,8.17
0.4739436201729167,4.161644167877084
