PIM Latency (min),CXL Latency (min),Acc Latency (min),CPU Latency (min)
0.04302165333333334,0.00798173791666613,0.028311551999999452,
0.016171008,0.10082642791666648,0.009437184,
0.016171008,0.1162886674999995,0.009437184,
0.016171008,0.12410116749999964,0.009437184,
0.016171008,0.13093710499999964,0.009437184,
0.016171008,0.13419231333333295,0.009437184,
