CENT Throughput (Query/min),CENT Latency (min),GPU Throughput (Query/min),GPU Latency (min)
1.661746891966057,0.6558060008000001,0.47,2.1176666666666666
3.221710535274526,0.6732334079333333,0.91,2.1861666666666664
5.906200362527343,0.7254880048333334,1.76,2.266833333333333
9.8615995135047,0.8551678483,3.21,2.495166666666667
14.835055246925302,1.11606655165,5.02,3.184833333333333
17.516917527436433,4.6355877880500005,8.42,3.802333333333333
,,12.36,5.178666666666667
,,15.02,8.521666666666667
