Config,Baseline PIM,Baseline CXL,Baseline Acc,Baseline CPU,Mount PIM,Mount CXL,Mount Acc,Mount CPU,Fly PIM,Fly CXL,Fly Acc,Fly CPU
PP=32,0.3354200746666667,0.0011930671904760355,0.039976959999999964,0.010239999999999999,0.3292667904,0.0011930671904760355,0.03326607359999997,0.010239999999999999,0.3289696938666667,0.0011930671904760355,0.03326607359999997,0.010239999999999999
PP=10 TP=2,0.11812099413333334,0.013981984857142723,0.01998847999999996,0.010239999999999999,0.11599653546666668,0.013981984857142723,0.016633036799999962,0.010239999999999999,0.11590915413333332,0.013981984857142723,0.016633036799999962,0.010239999999999999
PP=5 TP=4,0.09015241386666667,0.01554448485714275,0.01998847999999996,0.010239999999999999,0.08802795520000001,0.01554448485714275,0.016633036799999962,0.010239999999999999,0.08794057386666668,0.01554448485714275,0.016633036799999962,0.010239999999999999
PP=4 TP=5,0.0875659264,0.01591650866666646,0.01998847999999996,0.010239999999999999,0.08544146773333333,0.01591650866666646,0.016633036799999962,0.010239999999999999,0.08535408639999999,0.01591650866666646,0.016633036799999962,0.010239999999999999
PP=2 TP=10,0.07512173226666667,0.017051181285714163,0.01998847999999996,0.010239999999999999,0.0729972736,0.017051181285714163,0.016633036799999962,0.010239999999999999,0.07290989226666666,0.017051181285714163,0.016633036799999962,0.010239999999999999
PP=1 TP=20,0.07302894933333333,0.01827885985714274,0.01998847999999996,0.010239999999999999,0.07090449066666667,0.01827885985714274,0.016633036799999962,0.010239999999999999,0.07081710933333334,0.01827885985714274,0.016633036799999962,0.010239999999999999
