Decoding Length,Baseline Prefill,Baseline Decoding,Mount Prefill,Mount Decoding,Fly Prefill,Fly Decoding
128,0.002124868266666667,0.0005312170666666667,0.0004931584000000001,0.00012328960000000002,0.0004543829333333333,0.00011359573333333332
512,0.002124868266666667,0.002124868266666667,0.0004931584000000001,0.0004931584000000001,0.0004543829333333333,0.0004543829333333333
1024,0.002124868266666667,0.004249736533333334,0.0004931584000000001,0.0009863168000000002,0.0004543829333333333,0.0009087658666666666
3584,0.002124868266666667,0.014874077866666668,0.0004931584000000001,0.0034521088000000004,0.0004543829333333333,0.003180680533333333
