Decoding Length,Baseline Prefill,Baseline Decoding,Mount Prefill,Mount Decoding,Fly Prefill,Fly Decoding
128,0.008916650666666599,0.0022291626666666496,0.0019892906666666666,0.0004973226666666667,0.0013301759999999998,0.00033254399999999994
512,0.008916650666666599,0.008916650666666599,0.0019892906666666666,0.0019892906666666666,0.0013301759999999998,0.0013301759999999998
1024,0.008916650666666599,0.017833301333333197,0.0019892906666666666,0.003978581333333333,0.0013301759999999998,0.0026603519999999995
3584,0.008916650666666599,0.062416554666666194,0.0019892906666666666,0.013925034666666666,0.0013301759999999998,0.009311232
