Baseline Throughput (Query/min),Baseline Latency (min),mountMIN Throughput (Query/min),mountMIN Latency (min),flyMIN Throughput (Query/min),flyMIN Latency (min)
7.988175987813933,0.1313326482,8.374162510558234,0.12585274633333332,8.380636139347844,0.12576536500000002
16.076384638363177,0.1305913741166667,16.858833119921073,0.12511147225,16.871961198834743,0.12502409091666664
31.818931835890968,0.13183375135,33.34896350082445,0.12635384948333334,33.37461796259388,0.12626646815
57.51873945870772,0.1453150021,59.99513186363136,0.13983510023333331,60.03643175427798,0.13974771889999998
96.77052577286817,0.17155190816666668,100.22395921750943,0.1660720063,100.28110512246961,0.16598462496666666
155.2021999348234,0.21273685318333332,159.5846699229135,0.2072569513166667,159.65662539220014,0.20716956998333333
