Config,Baseline PIM,Baseline CXL,Baseline Acc,Baseline CPU,Mount PIM,Mount CXL,Mount Acc,Mount CPU,Fly PIM,Fly CXL,Fly Acc,Fly CPU
PP=40,0.6067449173333334,0.0026887856249997997,0.06242440533333331,0.010239999999999999,0.59654656,0.0026887856249997997,0.051938645333333304,0.010239999999999999,0.5960441173333334,0.0026887856249997997,0.051938645333333304,0.010239999999999999
PP=16 TP=2,0.2108470613333333,0.03116679468749974,0.031212202666666636,0.010239999999999999,0.206938112,0.03116679468749974,0.02596932266666663,0.010239999999999999,0.20676334933333332,0.03116679468749974,0.02596932266666663,0.010239999999999999
PP=8 TP=4,0.16067652266666668,0.03568339624999976,0.031212202666666636,0.010239999999999999,0.15676757333333333,0.03568339624999976,0.02596932266666663,0.010239999999999999,0.15659281066666664,0.03568339624999976,0.02596932266666663,0.010239999999999999
PP=4 TP=8,0.13721463466666664,0.03783997177083331,0.031212202666666636,0.010239999999999999,0.13330568533333334,0.03783997177083331,0.02596932266666663,0.010239999999999999,0.13313092266666665,0.03783997177083331,0.02596932266666663,0.010239999999999999
PP=2 TP=16,0.12008516266666666,0.04044413843749983,0.031212202666666636,0.010239999999999999,0.11617621333333335,0.04044413843749983,0.02596932266666663,0.010239999999999999,0.11600145066666666,0.04044413843749983,0.02596932266666663,0.010239999999999999
PP=1 TP=32,0.1168384,0.04166484156249975,0.031212202666666636,0.010239999999999999,0.11292945066666667,0.04166484156249975,0.02596932266666663,0.010239999999999999,0.112754688,0.04166484156249975,0.02596932266666663,0.010239999999999999
