Decoding Length,Baseline Prefill,Baseline Decoding,Mount Prefill,Mount Decoding,Fly Prefill,Fly Decoding
128,0.0011466069333333332,0.0002866517333333333,0.0004339029333333333,0.00010847573333333333,0.00042147839999999995,0.00010536959999999999
512,0.0011466069333333332,0.0011466069333333332,0.0004339029333333333,0.0004339029333333333,0.00042147839999999995,0.00042147839999999995
1024,0.0011466069333333332,0.0022932138666666665,0.0004339029333333333,0.0008678058666666666,0.00042147839999999995,0.0008429567999999999
3584,0.0011466069333333332,0.008026248533333332,0.0004339029333333333,0.0030373205333333333,0.00042147839999999995,0.002950348800000001
