Decoding Length,Baseline Prefill,Baseline Decoding,Mount Prefill,Mount Decoding,Fly Prefill,Fly Decoding
128,0.004082210133333334,0.0010205525333333335,0.0006149461333333334,0.00015373653333333335,0.0005234688,0.0001308672
512,0.004082210133333334,0.004082210133333334,0.0006149461333333334,0.0006149461333333334,0.0005234688,0.0005234688
1024,0.004082210133333334,0.008164420266666668,0.0006149461333333334,0.0012298922666666668,0.0005234688,0.0010469376
3584,0.004082210133333334,0.02857547093333334,0.0006149461333333334,0.0043046229333333335,0.0005234688,0.0036642816000000003
