Model,Device number,Seqlen,Pipeline parallelism,Tensor parallelism,Phase,Total Latency (s),Throughput (tokens/s),Energy per Token (mJ),Total power (W)
Llama2-13B,32,4096,4,8,prefill,1.0423554362812502,1967.3765261967385,215.42356141776048,694.21899220621
Llama2-13B,32,4096,8,4,decoding,12.636045311125,2347.2216324735296,170.20064850828263,584.294585494677
Llama2-13B,32,4096,8,4,end2end,13.819281406999998,2486.9739581908607,168.856621968448,614.7860392125415
Llama2-13B,32,4096,8,4,prefill,1.183236095875,3465.2402382121777,159.44843618960545,828.2262152375922
Llama2-13B,32,4096,16,2,decoding,15.138426833093751,3893.1970407533736,148.05080536210923,766.1735807713701
Llama2-13B,32,4096,16,2,end2end,16.62624908925,4095.24745944113,146.4520680230296,794.2015383000553
Llama2-13B,32,4096,16,2,prefill,1.4878222561562502,5509.600390255427,135.26090664947245,990.3972410008504
Llama2-13B,32,4096,32,1,decoding,20.598962486062497,5672.09208677049,144.4820012673877,978.9357285787048
Llama2-13B,32,4096,32,1,end2end,22.7610674355,5910.596003511495,142.36775901218076,998.7199252641726
Llama2-13B,32,4096,32,1,prefill,2.1621049494375,7580.123420698525,127.56806322573226,1137.209302062448
Llama2-13B,32,4096,40,1,decoding,36.5797458213125,4006.611789022878,137.9912155107831,617.6517201341576
Llama2-13B,32,4096,40,1,end2end,40.299163681500005,4194.521369613623,136.10023174597592,631.0730581368506
Llama2-13B,32,4096,40,1,prefill,3.7194178601875,5509.88843374883,122.8633453923256,725.0224241557016
Llama2-70B,8,4096,1,8,decoding,35.564614954166665,107.16975691218111,899.9161866587626,120.10374192840132
Llama2-70B,8,4096,1,8,end2end,38.31133247333334,117.1323218802776,892.3111109293693,128.82363671397565
Llama2-70B,8,4096,1,8,prefill,2.7467175191666664,186.87027665695305,839.0755808236165,189.86290021299567
Llama2-70B,8,4096,2,4,decoding,42.75956499283333,175.50674743080353,798.5725459384449,166.776487955688
Llama2-70B,8,4096,2,4,end2end,46.45670641466667,188.2374321446784,790.6405164790049,175.1521418183365
Llama2-70B,8,4096,2,4,prefill,3.697141421833334,277.3522251418017,735.1163102629242,233.78171885687595
Llama2-70B,8,4096,4,2,decoding,57.223617381694446,257.6940724402551,752.3964762430443,219.2967274754666
Llama2-70B,8,4096,4,2,end2end,62.83219979622222,271.1539324053994,743.7716182840559,225.90031187353733
Llama2-70B,8,4096,4,2,prefill,5.6085824145277785,365.3729521614092,683.3976125711364,272.12540266003225
Llama2-70B,8,4096,8,1,decoding,86.756377519875,335.3104594124812,743.5158689121157,269.1610246955518
Llama2-70B,8,4096,8,1,end2end,96.274221257,347.20150928276405,733.4858896238577,272.94517736706894
Llama2-70B,8,4096,8,1,prefill,9.517843737125,430.4388583747445,663.276034606052,299.43424606768923
Llama2-70B,8,4096,80,1,decoding,821.4307451076944,352.8733279252368,677.0220809722856,253.98494236636225
Llama2-70B,8,4096,80,1,end2end,914.8617020202222,363.5797463526258,671.5561708635944,257.6731467089447
Llama2-70B,8,4096,80,1,prefill,93.4309569125278,438.5246753443503,633.2948001027554,283.49057710702255
Llama2-70B,20,4096,1,20,decoding,34.247787410250005,111.88182179462348,1303.02645857988,203.8370083307944
Llama2-70B,20,4096,1,20,end2end,36.80638670885714,122.982383016034,1295.3435407715774,223.8964538841197
Llama2-70B,20,4096,1,20,prefill,2.558599298607143,200.6863115659076,1241.5631161134577,364.3125727573971
Llama2-70B,20,4096,2,10,decoding,37.139209319,204.1205408582322,1042.6093091934192,284.70285043275385
Llama2-70B,20,4096,2,10,end2end,40.11086889028571,221.77098464516823,1034.9912597842078,306.6106724116479
Llama2-70B,20,4096,2,10,prefill,2.9716595712857146,345.3240911537207,981.6649139197268,459.96542626390647
Llama2-70B,20,4096,4,5,decoding,43.560473770250006,343.78382688083906,914.5181507102888,396.8785790097307
Llama2-70B,20,4096,4,5,end2end,47.39138725742857,367.7213540090031,906.6678596833603,418.3944845592432
Llama2-70B,20,4096,4,5,prefill,3.830913487178572,535.2840439061514,851.7158224948618,569.0058234058314
Llama2-70B,20,4096,5,4,decoding,44.675255097,418.2407561094154,798.5725459384449,416.94121988922
Llama2-70B,20,4096,5,4,end2end,48.64606653371428,446.6449220408133,790.6405164790049,437.8803545458412
Llama2-70B,20,4096,5,4,prefill,3.9708114367142864,645.4740835605987,735.1163102629242,584.4542971421897
Llama2-70B,20,4096,10,2,decoding,58.8558330935,625.36436764058,752.3964762430443,548.2418186886665
Llama2-70B,20,4096,10,2,end2end,64.69758918114285,656.8102848440217,743.7716182840559,564.7507796838432
Llama2-70B,20,4096,10,2,prefill,5.841756087642858,876.9317052681131,683.3976125711364,680.3135066500805
Llama2-70B,20,4096,20,1,decoding,87.84402400425,827.5959525905246,743.5158689121157,672.9025617388791
Llama2-70B,20,4096,20,1,end2end,97.51724581057144,856.4970983333205,733.4858896238577,682.3629434176721
Llama2-70B,20,4096,20,1,prefill,9.673221806321427,1058.8051185328927,663.276034606052,748.5856151692227
Llama2-70B,20,4096,80,1,decoding,310.3007846175,934.6486341328448,676.5292084889273,675.8650809208659
Llama2-70B,20,4096,80,1,end2end,345.3614606371429,963.8960757889683,671.2659043493262,686.2812873728994
Llama2-70B,20,4096,80,1,prefill,35.060676019642855,1168.6281673818326,634.4227753721186,759.1947325371351
Llama2-70B,32,4096,1,32,decoding,36.492084482,104.09634782062666,1838.857588771054,295.8170632390008
Llama2-70B,32,4096,1,32,end2end,39.371297648,113.36315036918367,1831.0968288838417,327.03513870060794
Llama2-70B,32,4096,1,32,prefill,2.879213166,178.23076820908273,1776.771509673355,545.5616669318583
Llama2-70B,32,4096,2,16,decoding,37.407023356500005,202.48416261072268,1156.7484357918045,352.6188798364666
Llama2-70B,32,4096,2,16,end2end,40.416942076000005,219.78817563427583,1149.091465343138,385.49322220174474
Llama2-70B,32,4096,2,16,prefill,3.0099187195,340.9162667991478,1095.4926722024734,615.613618758691
Llama2-70B,32,4096,4,8,decoding,40.15038969375,374.37286488423166,899.9161866587626,480.4149677136053
Llama2-70B,32,4096,4,8,end2end,43.55221789,402.9523837784966,892.3111109293693,515.2945468559026
Llama2-70B,32,4096,4,8,prefill,3.40182819625,603.0090160383511,839.0755808236165,759.4516008519827
Llama2-70B,32,4096,8,4,decoding,47.02632931575,633.0036153000456,798.5725459384449,667.105951822752
Llama2-70B,32,4096,8,4,end2end,51.333008498,672.8838757039838,790.6405164790049,700.608567273346
Llama2-70B,32,4096,8,4,prefill,4.30667918225,952.0456985315516,735.1163102629242,935.1268754275036
Llama2-70B,32,4096,16,2,decoding,60.859006921625,965.9207621345984,752.3964762430443,877.1869099018664
Llama2-70B,32,4096,16,2,end2end,66.98693069899998,1012.3682427031945,743.7716182840559,903.6012474941493
Llama2-70B,32,4096,16,2,prefill,6.127923777374999,1337.500606683367,683.3976125711364,1088.501610640129
Llama2-70B,32,4096,32,1,decoding,89.17886287143752,1303.775584918348,743.5158689121157,1076.6440987822073
Llama2-70B,32,4096,32,1,end2end,99.0427759445,1348.4692540978926,733.4858896238577,1091.7807094682757
Llama2-70B,32,4096,32,1,prefill,9.8639130730625,1661.324938354706,663.276034606052,1197.7369842707567
Llama2-70B,32,4096,80,1,decoding,250.010888152625,1159.3340871571197,698.5206139463992,862.9623619154747
Llama2-70B,32,4096,80,1,end2end,278.49211080300006,1194.242845021508,692.8085325806933,875.3613876978925
Llama2-70B,32,4096,80,1,prefill,28.481222650374995,1438.6041500722254,652.8239630207512,962.1545681748172
Llama2-7B,8,4096,1,8,decoding,6.091792443083333,616.8904523295778,100.06960043955048,92.66746079085938
Llama2-7B,8,4096,1,8,end2end,6.601413260666666,665.6362062365604,99.4663269190202,99.4357192767057
Llama2-7B,8,4096,1,8,prefill,0.5096208175833334,1006.8564835854386,95.24341227530836,146.81352867762996
Llama2-7B,8,4096,2,4,decoding,6.898109477833334,1083.8249185129728,85.96621822453258,131.5574794000753
Llama2-7B,8,4096,2,4,end2end,7.505991430666666,1159.2359610673466,85.28532935218942,139.06743162931318
Llama2-7B,8,4096,2,4,prefill,0.6078819528333332,1687.113258947962,80.51910724578727,191.63709723397835
Llama2-7B,8,4096,4,2,decoding,8.416822964166666,1760.4495525845407,77.47144311401448,178.88384645640457
Llama2-7B,8,4096,4,2,end2end,9.207809961333332,1864.331606701592,76.62753933015452,186.1751553829097
Llama2-7B,8,4096,4,2,prefill,0.7909869971666666,2591.5059855209506,70.720212843135,237.2143178684459
Llama2-7B,8,4096,8,1,decoding,11.579145168833335,2531.535494245504,76.40873569267444,233.7214505490257
Llama2-7B,8,4096,8,1,end2end,12.754184430666664,2651.0016555560096,75.2348581582199,239.20021186429145
Llama2-7B,8,4096,8,1,prefill,1.1750392618333332,3487.264784729552,67.01771541703805,277.55154107115175
Llama2-7B,8,4096,32,1,decoding,40.37680491913889,2923.740574240803,71.3687679557796,236.34257011797004
Llama2-7B,8,4096,32,1,end2end,44.250547994444446,3087.5316725604007,70.22785054535743,242.47572675159296
Llama2-7B,8,4096,32,1,prefill,3.873743075305556,4234.069360797589,62.241428672402265,285.40782318695324
Llama2-7B,20,4096,1,20,decoding,6.4422577425,580.2399178261232,212.4343384385132,203.41173389449528
Llama2-7B,20,4096,1,20,end2end,7.001945031428571,622.2658384164749,211.81549650220109,219.9544398415788
Llama2-7B,20,4096,1,20,prefill,0.5596872889285713,916.4472825489364,207.48360294801583,335.75338147116355
Llama2-7B,20,4096,2,10,decoding,6.4926431455,1150.6816970607329,122.85829970053042,227.77701841957904
Llama2-7B,20,4096,2,10,end2end,7.059528349142857,1233.038891890663,122.25243144403652,244.7833560202548
Llama2-7B,20,4096,2,10,prefill,0.5668852036428572,1809.5392557001744,118.01135364857912,363.82771922498455
Llama2-7B,20,4096,4,5,decoding,7.120510657,2093.124095630851,98.805987600268,312.20566320990605
Llama2-7B,20,4096,4,5,end2end,7.76439596,2229.6116033744684,98.14450256587806,330.93202105980095
Llama2-7B,20,4096,4,5,prefill,0.643885303,3185.024157579787,93.51410732514844,462.0165260090657
Llama2-7B,20,4096,5,4,decoding,7.245440207,2568.989420300161,85.96621822453258,328.8936985001883
Llama2-7B,20,4096,5,4,end2end,7.902940835428572,2735.1931374914675,85.28532935218942,347.668579073283
Llama2-7B,20,4096,5,4,prefill,0.6575006284285714,3898.619157830612,80.51910724578727,479.09274308494594
Llama2-7B,20,4096,10,2,decoding,8.714023485,4241.191039471216,77.47144311401448,447.2096161410114
Llama2-7B,20,4096,10,2,end2end,9.547467699428571,4479.563847192858,76.62753933015452,465.4378884572743
Llama2-7B,20,4096,10,2,prefill,0.8334442144285714,6148.173501244353,70.720212843135,593.0357946711149
Llama2-7B,20,4096,20,1,decoding,11.776085273,6218.303600284174,76.40873569267444,584.303626372564
Llama2-7B,20,4096,20,1,end2end,12.979258835428572,6505.283253941174,75.2348581582199,598.0005296607285
Llama2-7B,20,4096,20,1,prefill,1.2031735624285715,8514.140829540182,67.01771541703805,693.8788526778792
Llama2-7B,20,4096,32,1,decoding,20.8975380435,5638.747876181104,72.84949771712127,471.7617949198115
Llama2-7B,20,4096,32,1,end2end,22.93209731142857,5941.410567718294,71.6976133451904,483.6702705947298
Llama2-7B,20,4096,32,1,prefill,2.034559267928572,8060.049408478612,63.63442274167446,567.029600319158
Llama2-7B,32,4096,1,32,decoding,6.9228250225,536.7710853263314,295.5581273571755,292.3085765331894
Llama2-7B,32,4096,1,32,end2end,7.55116478,571.6761607207754,294.9237170050814,317.6045105722431
Llama2-7B,32,4096,1,32,prefill,0.6283397574999999,816.011688481884,290.4828445404228,494.67604884561945
Llama2-7B,32,4096,2,16,decoding,6.883908133125,1080.0765706487214,171.7304314299367,328.66222745818806
Llama2-7B,32,4096,2,16,end2end,7.506688334999999,1150.896340986612,171.11677896555182,355.06662901997834
Llama2-7B,32,4096,2,16,prefill,0.6227802018749999,1646.634733351846,166.82121171485775,539.8974399525098
Llama2-7B,32,4096,4,8,decoding,6.949132937875,2138.3422890101056,100.06960043955048,370.6698431634375
Llama2-7B,32,4096,4,8,end2end,7.581230969,2276.622574989616,99.4663269190202,397.7428771068228
Llama2-7B,32,4096,4,8,prefill,0.632098031125,3244.584576846189,95.24341227530836,587.2541147105198
Llama2-7B,32,4096,8,4,decoding,7.671709738249999,3865.3593332940495,85.96621822453258,526.2299176003012
Llama2-7B,32,4096,8,4,end2end,8.390106013999999,4095.667668557234,85.28532935218942,556.2697265172527
Llama2-7B,32,4096,8,4,prefill,0.71839627575,5707.826015399526,80.51910724578727,766.5483889359134
Llama2-7B,32,4096,16,2,decoding,9.078769578749998,6496.892718073465,77.47144311401448,715.5353858256182
Llama2-7B,32,4096,16,2,end2end,9.964320378,6841.955615915311,76.62753933015452,744.700621531639
Llama2-7B,32,4096,16,2,prefill,0.8855507992499999,9257.395900808237,70.720212843135,948.8572714737836
Llama2-7B,32,4096,32,1,decoding,11.300223736124996,10387.91534756427,76.40044538867444,934.7834839328932
Llama2-7B,32,4096,32,1,end2end,12.435417079,10894.313466737562,75.2265678542199,956.694151040727
Llama2-7B,32,4096,32,1,prefill,1.1351933428749998,14439.100300950597,67.00942511303805,1110.0688207955643
