Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-13B,8,1,8,32,32,128,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.826814581460201,66.80907191538147,1.0
Llama2-13B,8,1,8,32,32,256,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.834923131346613,66.87044453032556,1.0
Llama2-13B,8,1,8,32,32,384,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.843031681233027,66.93181714526965,1.0
Llama2-13B,8,1,8,32,32,512,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.851140231119441,66.99318976021374,1.0
Llama2-13B,8,1,8,32,32,640,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.859248781005851,67.05456237515781,1.0
Llama2-13B,8,1,8,32,32,768,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.867357330892265,67.1159349901019,1.0
Llama2-13B,8,1,8,32,32,896,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.875465880778679,67.17730760504597,1.0
Llama2-13B,8,1,8,32,32,1024,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.883574430665089,67.23868021999007,1.0
Llama2-13B,8,1,8,32,32,1152,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.891682980551504,67.30005283493415,1.0
Llama2-13B,8,1,8,32,32,1280,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.899791530437916,67.36142544987824,1.0
Llama2-13B,8,1,8,32,32,1408,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.90790008032433,67.42279806482235,1.0
Llama2-13B,8,1,8,32,32,1536,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.916008630210742,67.48417067976644,1.0
Llama2-13B,8,1,8,32,32,1664,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.924117180097152,67.54554329471051,1.0
Llama2-13B,8,1,8,32,32,1792,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.932225729983568,67.60691590965459,1.0
Llama2-13B,8,1,8,32,32,1920,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.94033427986998,67.6682885245987,1.0
Llama2-13B,8,1,8,32,32,2048,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.948442829756393,67.72966113954277,1.0
Llama2-13B,8,1,8,32,32,2176,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.956551379642805,67.79103375448686,1.0
Llama2-13B,8,1,8,32,32,2304,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.964659929529219,67.85240636943095,1.0
Llama2-13B,8,1,8,32,32,2432,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.972768479415631,67.91377898437504,1.0
Llama2-13B,8,1,8,32,32,2560,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.980877029302043,67.97515159931912,1.0
Llama2-13B,8,1,8,32,32,2688,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.988985579188457,68.03652421426321,1.0
Llama2-13B,8,1,8,32,32,2816,0.003303,0.0047594247860378,0.00192,0.0099824247860378,0.003303,0.5525999914415147,1809.6272448202465,8.997094129074869,68.0978968292073,1.0
